Key;Row0;Row1;Row2;Row3;Row4;Row5;Row6;Row7;Row8;Row9;Row10;Row11;Row12;Row13;Row14;Row15;Row16;Row17;Row18;Row19;Row20;Row21;Row22;Row23;Row24;Row25;Row26;Row27;Row28;Row29;Row30;Row31;Row32;Row33;Row34;Row35;Row36;Row37;Row38;Row39;Row40;Row41;Row42;Row43;Row44;Row45;Row46;Row47;Row48;Row49;Row50;Row809;Row1072;Row5406;Row5872;Row15986;Row16003;Row17095;Row19697;Row20408;Row22591;Row23757;Row23789;Row27711;Row28345;Row33541;Row39842;Row41947;Row43388;Row47174;Row57524;Row60071;Row61146;Row63243;Row67469;Row73667;Row74675;Row77829;Row80879;Row81594;Row82887;Row83658;Row88321;Row89843;Row91459;Row92230;Row92281;Row95914;Row96914;Row105449;Row105915;Row106020;Row108151;Row111013;Row116110;Row117054;Row117918;Row121846;Row122408;Row123151;Row123362;Row127588;Row16_dup;Row45_dup;Row69;Row85;Row86;Row90;Row97;Row113;Row119;Row124;Row140;Row147;Row154;Row157;Row170;Row204;Row213;Row229;Row263;Row278;Row313;Row315;Row324;Row329;Row333;Row338;Row344;Row346;Row393;Row413;Row439;Row449;Row456;Row458;Row463;Row468;Row470;Row476;Row483;Row506;Row543;Row568;Row575;Row582;Row584;Row588;Row593;Row597;Row611;Row612;Row614;Row621;Row637
Row41;0.480;0.273;0.333;0.458;0.560;0.375;0.231;0.348;0.360;0.318;0.259;0.400;0.286;0.348;0.217;0.143;0.400;0.375;0.708;0.440;0.231;0.200;0.417;0.231;0.231;0.348;0.385;0.174;0.409;0.360;0.375;0.520;0.364;0.417;0.160;0.560;0.400;0.364;0.346;0.375;0.240;0.000;0.375;0.360;0.591;0.636;0.250;0.667;0.375;0.625;0.391;0.333;0.250;0.360;0.174;0.440;0.440;0.346;0.440;0.360;0.400;0.458;0.400;0.240;0.167;0.125;0.375;0.458;0.400;0.375;0.400;0.542;0.167;0.320;0.360;0.231;0.292;0.375;0.391;0.458;0.458;0.636;0.250;0.280;0.130;0.308;0.360;0.440;0.667;0.192;0.200;0.400;0.308;0.200;0.458;0.400;0.417;0.348;0.478;0.375;0.167;0.346;0.045;0.208;0.348;0.333;0.231;0.667;0.423;0.222;0.360;0.333;0.375;0.440;0.304;0.208;0.458;0.696;0.208;0.308;0.542;0.478;0.435;0.318;0.391;0.160;0.417;0.208;0.375;0.304;0.560;0.167;0.591;0.391;0.240;0.360;0.320;0.417;0.409;0.542;0.375;0.208;0.348;0.360;0.440;0.087;0.458;0.727;0.240;0.417;0.320;0.250;0.174;0.269;0.167
Row42;0.409;0.542;0.150;0.211;0.429;0.000;0.346;0.250;0.417;0.111;0.370;0.318;0.167;0.250;0.417;0.500;0.238;0.286;0.833;0.200;0.346;0.385;0.333;0.346;0.346;0.250;0.375;0.304;0.667;0.190;0.105;0.381;0.350;0.250;0.280;0.350;0.053;0.350;0.182;0.286;0.292;0.375;0.000;0.190;0.526;0.579;0.304;0.474;0.105;0.500;0.300;0.053;0.375;0.100;0.304;0.105;0.200;0.261;0.105;0.100;0.053;0.111;0.053;0.292;0.423;0.385;0.000;0.111;0.053;0.000;0.150;0.222;0.217;0.227;0.190;0.346;0.348;0.000;0.111;0.522;0.211;0.714;0.440;0.400;0.333;0.292;0.100;0.105;0.389;0.308;0.385;0.053;0.217;0.250;0.111;0.053;0.250;0.056;0.222;0.000;0.360;0.182;0.333;0.333;0.056;0.053;0.407;0.684;0.593;0.333;0.100;0.318;0.105;0.200;0.200;0.462;0.300;0.500;0.462;0.292;0.316;0.609;0.263;0.211;0.583;0.346;0.158;0.519;0.286;0.286;0.429;0.360;0.526;0.381;0.423;0.417;0.143;0.409;0.667;0.476;0.000;0.519;0.250;0.190;0.286;0.360;0.300;0.684;0.292;0.333;0.227;0.227;0.440;0.250;0.217
Row43;0.238;0.458;0.050;0.200;0.250;0.190;0.269;0.150;0.333;0.286;0.231;0.143;0.333;0.318;0.462;0.417;0.050;0.100;0.750;0.190;0.200;0.240;0.150;0.200;0.200;0.150;0.292;0.292;0.583;0.000;0.100;0.200;0.250;0.238;0.200;0.333;0.227;0.250;0.091;0.100;0.280;0.360;0.190;0.000;0.500;0.550;0.136;0.450;0.100;0.400;0.200;0.143;0.423;0.182;0.217;0.190;0.273;0.091;0.190;0.182;0.227;0.286;0.227;0.280;0.280;0.308;0.190;0.286;0.227;0.190;0.143;0.300;0.280;0.292;0.095;0.200;0.333;0.190;0.286;0.500;0.286;0.682;0.292;0.250;0.385;0.130;0.182;0.190;0.450;0.231;0.240;0.227;0.130;0.308;0.286;0.227;0.391;0.238;0.381;0.190;0.280;0.091;0.320;0.320;0.238;0.143;0.333;0.650;0.462;0.259;0.095;0.227;0.100;0.273;0.273;0.385;0.435;0.550;0.385;0.280;0.300;0.583;0.333;0.286;0.560;0.269;0.150;0.385;0.273;0.190;0.409;0.280;0.500;0.286;0.280;0.333;0.048;0.318;0.583;0.455;0.190;0.385;0.391;0.000;0.100;0.346;0.200;0.650;0.280;0.318;0.136;0.217;0.360;0.240;0.280
Row44;0.650;0.412;0.474;0.375;0.684;0.526;0.600;0.412;0.500;0.556;0.615;0.474;0.529;0.412;0.500;0.526;0.474;0.444;0.947;0.444;0.600;0.583;0.500;0.600;0.600;0.412;0.524;0.524;0.737;0.500;0.444;0.632;0.438;0.579;0.600;0.611;0.550;0.529;0.545;0.444;0.565;0.591;0.526;0.500;0.000;0.733;0.591;0.765;0.444;0.778;0.471;0.474;0.591;0.500;0.591;0.526;0.444;0.545;0.526;0.500;0.550;0.471;0.550;0.565;0.625;0.583;0.526;0.471;0.550;0.526;0.474;0.500;0.565;0.591;0.500;0.600;0.500;0.526;0.556;0.700;0.471;0.643;0.591;0.609;0.545;0.565;0.500;0.526;0.688;0.615;0.640;0.550;0.565;0.583;0.471;0.550;0.579;0.579;0.588;0.526;0.565;0.545;0.545;0.545;0.500;0.474;0.600;0.300;0.750;0.630;0.571;0.474;0.444;0.444;0.600;0.545;0.632;0.643;0.609;0.625;0.400;0.667;0.529;0.375;0.471;0.600;0.500;0.609;0.600;0.526;0.611;0.565;0.462;0.375;0.625;0.500;0.524;0.714;0.737;0.588;0.526;0.609;0.579;0.500;0.526;0.565;0.632;0.455;0.565;0.412;0.524;0.524;0.591;0.583;0.565
Row45;0.556;0.762;0.526;0.611;0.667;0.579;0.640;0.471;0.682;0.611;0.654;0.526;0.588;0.556;0.739;0.650;0.526;0.500;0.882;0.500;0.640;0.625;0.471;0.640;0.640;0.471;0.696;0.571;0.905;0.550;0.500;0.611;0.400;0.700;0.640;0.588;0.600;0.400;0.591;0.500;0.609;0.636;0.579;0.550;0.733;0.000;0.571;0.571;0.500;0.600;0.438;0.526;0.696;0.550;0.636;0.579;0.650;0.591;0.579;0.550;0.600;0.684;0.600;0.609;0.609;0.680;0.579;0.684;0.600;0.579;0.526;0.722;0.609;0.571;0.550;0.640;0.682;0.579;0.611;0.810;0.684;0.941;0.696;0.708;0.652;0.609;0.550;0.579;0.824;0.654;0.625;0.600;0.609;0.625;0.684;0.600;0.700;0.556;0.647;0.579;0.609;0.591;0.652;0.708;0.632;0.526;0.640;0.667;0.840;0.667;0.619;0.667;0.500;0.650;0.579;0.708;0.810;0.875;0.708;0.667;0.647;0.905;0.588;0.529;0.810;0.692;0.556;0.708;0.579;0.579;0.737;0.609;0.643;0.611;0.609;0.682;0.571;0.700;0.905;0.722;0.579;0.708;0.700;0.550;0.579;0.667;0.684;0.933;0.667;0.632;0.571;0.636;0.696;0.625;0.609
Row46;0.273;0.417;0.182;0.318;0.364;0.304;0.231;0.273;0.360;0.318;0.192;0.261;0.364;0.417;0.423;0.304;0.182;0.227;0.708;0.304;0.160;0.200;0.273;0.160;0.160;0.273;0.250;0.250;0.478;0.136;0.227;0.318;0.286;0.273;0.160;0.435;0.333;0.286;0.208;0.227;0.240;0.250;0.304;0.136;0.591;0.571;0.000;0.545;0.227;0.500;0.318;0.261;0.320;0.292;0.091;0.304;0.375;0.130;0.304;0.292;0.333;0.391;0.333;0.240;0.167;0.269;0.304;0.391;0.333;0.304;0.261;0.409;0.240;0.250;0.217;0.160;0.292;0.304;0.318;0.458;0.391;0.571;0.174;0.208;0.346;0.087;0.292;0.304;0.545;0.192;0.125;0.333;0.167;0.269;0.391;0.333;0.348;0.273;0.409;0.304;0.240;0.208;0.280;0.280;0.348;0.261;0.296;0.667;0.423;0.222;0.217;0.182;0.227;0.375;0.143;0.346;0.391;0.571;0.280;0.240;0.409;0.542;0.364;0.391;0.520;0.231;0.273;0.280;0.227;0.227;0.435;0.240;0.524;0.391;0.167;0.360;0.174;0.273;0.478;0.478;0.304;0.280;0.273;0.136;0.227;0.308;0.318;0.667;0.308;0.348;0.250;0.250;0.250;0.269;0.240
Row47;0.444;0.783;0.421;0.500;0.267;0.474;0.560;0.444;0.591;0.579;0.577;0.500;0.632;0.526;0.708;0.739;0.421;0.474;0.765;0.389;0.560;0.600;0.444;0.560;0.560;0.444;0.609;0.545;0.684;0.450;0.389;0.313;0.556;0.667;0.560;0.267;0.500;0.471;0.500;0.474;0.522;0.667;0.474;0.450;0.765;0.571;0.545;0.000;0.389;0.083;0.412;0.421;0.667;0.450;0.609;0.474;0.550;0.500;0.474;0.450;0.500;0.579;0.500;0.522;0.640;0.654;0.474;0.579;0.500;0.474;0.421;0.529;0.522;0.545;0.450;0.560;0.591;0.474;0.579;0.500;0.500;0.750;0.667;0.565;0.625;0.522;0.450;0.474;0.429;0.577;0.600;0.500;0.522;0.542;0.579;0.500;0.667;0.526;0.611;0.474;0.583;0.500;0.625;0.625;0.526;0.421;0.615;0.941;0.591;0.593;0.524;0.571;0.389;0.550;0.550;0.680;0.579;0.571;0.680;0.522;0.438;0.611;0.556;0.500;0.714;0.615;0.353;0.731;0.389;0.550;0.471;0.583;0.688;0.579;0.640;0.591;0.476;0.353;0.684;0.438;0.474;0.731;0.667;0.450;0.389;0.640;0.313;0.714;0.583;0.526;0.545;0.545;0.667;0.542;0.522
Row48;0.333;0.478;0.053;0.111;0.350;0.105;0.280;0.158;0.348;0.211;0.308;0.238;0.263;0.250;0.417;0.435;0.150;0.200;0.783;0.105;0.280;0.320;0.250;0.280;0.280;0.158;0.304;0.227;0.609;0.100;0.000;0.300;0.263;0.333;0.280;0.263;0.150;0.263;0.182;0.200;0.217;0.375;0.105;0.100;0.444;0.500;0.227;0.389;0.000;0.421;0.211;0.053;0.375;0.100;0.304;0.105;0.200;0.182;0.105;0.100;0.150;0.211;0.150;0.217;0.360;0.385;0.105;0.211;0.150;0.105;0.053;0.222;0.217;0.227;0.100;0.280;0.273;0.105;0.211;0.455;0.211;0.650;0.375;0.333;0.333;0.217;0.100;0.105;0.389;0.308;0.320;0.150;0.217;0.250;0.211;0.150;0.333;0.158;0.316;0.105;0.292;0.182;0.333;0.333;0.158;0.053;0.346;0.611;0.538;0.333;0.190;0.238;0.000;0.200;0.200;0.400;0.381;0.500;0.400;0.292;0.222;0.545;0.263;0.211;0.522;0.346;0.056;0.462;0.200;0.286;0.350;0.292;0.444;0.300;0.360;0.348;0.143;0.333;0.609;0.400;0.105;0.462;0.333;0.100;0.200;0.360;0.211;0.611;0.292;0.250;0.227;0.227;0.375;0.250;0.217
Row49;0.389;0.739;0.368;0.526;0.200;0.500;0.520;0.389;0.545;0.600;0.538;0.450;0.650;0.550;0.720;0.696;0.368;0.421;0.706;0.421;0.520;0.560;0.389;0.520;0.520;0.389;0.565;0.565;0.632;0.400;0.421;0.250;0.500;0.619;0.520;0.313;0.524;0.412;0.455;0.421;0.542;0.625;0.500;0.400;0.778;0.600;0.500;0.083;0.421;0.000;0.353;0.450;0.680;0.476;0.565;0.500;0.571;0.455;0.500;0.476;0.524;0.600;0.524;0.542;0.600;0.615;0.500;0.600;0.524;0.500;0.450;0.556;0.542;0.565;0.400;0.520;0.609;0.500;0.600;0.526;0.526;0.765;0.625;0.522;0.640;0.478;0.476;0.500;0.467;0.538;0.560;0.524;0.478;0.560;0.600;0.524;0.682;0.550;0.632;0.500;0.542;0.455;0.583;0.583;0.550;0.450;0.577;0.944;0.545;0.556;0.476;0.524;0.421;0.571;0.571;0.640;0.600;0.600;0.640;0.478;0.471;0.632;0.579;0.526;0.727;0.577;0.389;0.692;0.421;0.500;0.500;0.542;0.706;0.526;0.600;0.545;0.429;0.294;0.632;0.471;0.500;0.692;0.682;0.400;0.333;0.600;0.250;0.733;0.542;0.550;0.500;0.500;0.625;0.500;0.542
Row50;0.263;0.500;0.158;0.316;0.278;0.300;0.360;0.059;0.364;0.400;0.385;0.158;0.368;0.263;0.500;0.455;0.158;0.111;0.818;0.211;0.360;0.333;0.059;0.360;0.360;0.059;0.391;0.318;0.636;0.200;0.211;0.222;0.176;0.429;0.360;0.278;0.333;0.063;0.273;0.111;0.375;0.391;0.300;0.200;0.471;0.438;0.318;0.412;0.211;0.353;0.000;0.250;0.520;0.286;0.391;0.300;0.381;0.273;0.300;0.286;0.333;0.400;0.333;0.375;0.375;0.400;0.300;0.400;0.333;0.300;0.250;0.421;0.375;0.391;0.200;0.360;0.435;0.300;0.400;0.545;0.400;0.750;0.458;0.417;0.417;0.304;0.286;0.300;0.500;0.385;0.400;0.333;0.304;0.400;0.400;0.333;0.500;0.350;0.421;0.300;0.304;0.273;0.348;0.417;0.350;0.250;0.360;0.647;0.560;0.407;0.286;0.333;0.211;0.381;0.381;0.417;0.545;0.611;0.480;0.375;0.333;0.636;0.368;0.222;0.545;0.423;0.263;0.480;0.300;0.300;0.450;0.304;0.556;0.222;0.375;0.364;0.238;0.350;0.636;0.421;0.300;0.480;0.500;0.200;0.211;0.375;0.316;0.722;0.375;0.350;0.238;0.318;0.458;0.333;0.375
Row809;0.364;0.500;0.100;0.158;0.381;0.053;0.308;0.200;0.375;0.158;0.333;0.273;0.211;0.200;0.375;0.458;0.190;0.238;0.792;0.150;0.308;0.346;0.286;0.308;0.308;0.200;0.333;0.261;0.625;0.143;0.053;0.333;0.300;0.286;0.240;0.300;0.100;0.300;0.136;0.238;0.250;0.333;0.053;0.143;0.474;0.526;0.261;0.421;0.053;0.450;0.250;0.000;0.333;0.050;0.261;0.150;0.150;0.217;0.150;0.050;0.100;0.158;0.100;0.250;0.385;0.346;0.053;0.158;0.100;0.053;0.100;0.263;0.174;0.182;0.143;0.308;0.304;0.053;0.158;0.478;0.158;0.667;0.400;0.360;0.292;0.250;0.050;0.150;0.421;0.269;0.346;0.100;0.174;0.208;0.158;0.100;0.286;0.105;0.263;0.053;0.320;0.136;0.292;0.292;0.105;0.000;0.370;0.632;0.556;0.296;0.143;0.273;0.053;0.150;0.238;0.423;0.333;0.526;0.423;0.250;0.263;0.565;0.211;0.158;0.542;0.308;0.105;0.481;0.238;0.238;0.381;0.320;0.474;0.333;0.385;0.375;0.095;0.364;0.625;0.429;0.053;0.481;0.286;0.143;0.238;0.320;0.250;0.632;0.250;0.286;0.182;0.182;0.400;0.208;0.174
Row1072;0.538;0.348;0.400;0.318;0.615;0.375;0.231;0.480;0.423;0.391;0.259;0.519;0.435;0.480;0.217;0.375;0.462;0.500;0.652;0.440;0.296;0.333;0.538;0.296;0.296;0.480;0.250;0.250;0.409;0.423;0.375;0.577;0.500;0.348;0.231;0.560;0.400;0.500;0.407;0.500;0.240;0.250;0.375;0.423;0.591;0.696;0.320;0.667;0.375;0.680;0.520;0.333;0.000;0.360;0.320;0.440;0.304;0.346;0.440;0.360;0.400;0.318;0.400;0.240;0.308;0.333;0.375;0.318;0.400;0.375;0.400;0.409;0.167;0.250;0.423;0.296;0.136;0.375;0.318;0.318;0.318;0.571;0.174;0.280;0.280;0.370;0.360;0.440;0.545;0.259;0.269;0.400;0.308;0.200;0.318;0.400;0.190;0.348;0.333;0.375;0.308;0.407;0.280;0.130;0.417;0.333;0.296;0.667;0.481;0.222;0.423;0.261;0.375;0.304;0.304;0.346;0.318;0.571;0.280;0.308;0.409;0.409;0.286;0.458;0.391;0.231;0.417;0.346;0.375;0.440;0.364;0.308;0.652;0.577;0.308;0.423;0.385;0.480;0.409;0.542;0.375;0.346;0.190;0.423;0.500;0.308;0.520;0.667;0.308;0.417;0.444;0.320;0.320;0.269;0.167
Row5406;0.318;0.520;0.143;0.200;0.409;0.100;0.333;0.238;0.400;0.200;0.357;0.227;0.250;0.150;0.333;0.480;0.227;0.273;0.800;0.100;0.269;0.308;0.318;0.269;0.269;0.238;0.292;0.292;0.640;0.182;0.100;0.364;0.333;0.318;0.269;0.250;0.050;0.333;0.091;0.273;0.208;0.360;0.100;0.182;0.500;0.550;0.292;0.450;0.100;0.476;0.286;0.050;0.360;0.000;0.292;0.100;0.100;0.250;0.100;0.000;0.050;0.200;0.050;0.208;0.346;0.308;0.100;0.200;0.050;0.100;0.050;0.300;0.208;0.136;0.095;0.269;0.333;0.100;0.200;0.500;0.200;0.682;0.423;0.385;0.250;0.208;0.000;0.100;0.450;0.231;0.308;0.050;0.208;0.167;0.200;0.050;0.318;0.150;0.300;0.100;0.280;0.091;0.320;0.320;0.150;0.050;0.333;0.650;0.571;0.321;0.182;0.304;0.100;0.100;0.273;0.444;0.364;0.550;0.444;0.208;0.300;0.583;0.250;0.200;0.500;0.333;0.150;0.500;0.273;0.273;0.409;0.280;0.500;0.286;0.407;0.400;0.136;0.391;0.640;0.455;0.100;0.444;0.318;0.182;0.273;0.280;0.286;0.650;0.280;0.318;0.136;0.217;0.360;0.240;0.208
Row5872;0.348;0.417;0.261;0.391;0.435;0.304;0.296;0.348;0.360;0.238;0.259;0.333;0.286;0.348;0.360;0.304;0.261;0.304;0.708;0.375;0.231;0.269;0.348;0.231;0.231;0.348;0.320;0.320;0.478;0.217;0.304;0.391;0.364;0.273;0.160;0.500;0.333;0.364;0.208;0.304;0.308;0.174;0.304;0.217;0.591;0.636;0.091;0.609;0.304;0.565;0.391;0.261;0.320;0.292;0.000;0.375;0.375;0.208;0.375;0.292;0.333;0.391;0.333;0.308;0.240;0.200;0.304;0.391;0.333;0.304;0.333;0.478;0.240;0.250;0.292;0.231;0.360;0.304;0.318;0.520;0.391;0.571;0.250;0.280;0.280;0.167;0.292;0.375;0.609;0.192;0.200;0.333;0.167;0.269;0.391;0.333;0.348;0.273;0.409;0.304;0.308;0.208;0.208;0.280;0.273;0.261;0.357;0.667;0.423;0.222;0.217;0.261;0.304;0.375;0.227;0.346;0.391;0.636;0.280;0.240;0.478;0.542;0.364;0.318;0.520;0.160;0.348;0.280;0.304;0.143;0.500;0.308;0.524;0.391;0.240;0.360;0.174;0.348;0.478;0.478;0.304;0.280;0.273;0.217;0.304;0.240;0.391;0.667;0.240;0.348;0.250;0.174;0.250;0.269;0.240
Row15986;0.333;0.542;0.150;0.211;0.429;0.105;0.346;0.250;0.417;0.211;0.370;0.238;0.263;0.250;0.417;0.500;0.238;0.286;0.833;0.105;0.280;0.320;0.333;0.280;0.280;0.250;0.304;0.304;0.667;0.190;0.105;0.381;0.350;0.333;0.346;0.263;0.053;0.350;0.182;0.286;0.217;0.440;0.105;0.190;0.526;0.579;0.304;0.474;0.105;0.500;0.300;0.150;0.440;0.100;0.375;0.000;0.200;0.261;0.000;0.100;0.053;0.211;0.053;0.217;0.360;0.385;0.105;0.211;0.053;0.105;0.053;0.222;0.292;0.227;0.100;0.280;0.348;0.105;0.211;0.522;0.300;0.714;0.440;0.400;0.333;0.217;0.100;0.000;0.389;0.308;0.320;0.053;0.292;0.250;0.211;0.053;0.333;0.158;0.316;0.105;0.292;0.182;0.400;0.400;0.158;0.150;0.346;0.684;0.593;0.393;0.190;0.318;0.105;0.200;0.200;0.462;0.381;0.500;0.462;0.292;0.316;0.609;0.350;0.300;0.522;0.407;0.158;0.519;0.286;0.364;0.429;0.292;0.526;0.300;0.423;0.417;0.227;0.409;0.667;0.476;0.105;0.462;0.333;0.190;0.286;0.360;0.300;0.684;0.360;0.333;0.227;0.304;0.375;0.320;0.292
Row16003;0.409;0.478;0.238;0.111;0.500;0.200;0.407;0.333;0.480;0.300;0.429;0.318;0.350;0.250;0.273;0.560;0.318;0.364;0.783;0.200;0.346;0.385;0.409;0.346;0.346;0.333;0.227;0.375;0.609;0.273;0.200;0.455;0.429;0.250;0.346;0.350;0.150;0.429;0.182;0.364;0.292;0.440;0.200;0.273;0.444;0.650;0.375;0.550;0.200;0.571;0.381;0.150;0.304;0.100;0.375;0.200;0.000;0.333;0.200;0.100;0.150;0.111;0.150;0.292;0.423;0.385;0.200;0.111;0.150;0.200;0.150;0.222;0.292;0.227;0.190;0.346;0.273;0.200;0.211;0.455;0.111;0.650;0.375;0.400;0.333;0.292;0.100;0.200;0.389;0.308;0.385;0.150;0.292;0.250;0.111;0.150;0.250;0.250;0.222;0.200;0.360;0.182;0.400;0.261;0.250;0.150;0.407;0.611;0.643;0.393;0.273;0.238;0.200;0.000;0.364;0.519;0.300;0.500;0.519;0.292;0.222;0.545;0.167;0.300;0.455;0.407;0.250;0.571;0.364;0.364;0.350;0.360;0.600;0.381;0.481;0.480;0.227;0.478;0.609;0.545;0.200;0.519;0.250;0.273;0.364;0.360;0.381;0.611;0.360;0.409;0.227;0.304;0.440;0.320;0.292
Row17095;0.304;0.440;0.136;0.273;0.318;0.261;0.192;0.227;0.250;0.348;0.154;0.217;0.391;0.375;0.444;0.400;0.136;0.182;0.667;0.261;0.192;0.231;0.227;0.192;0.192;0.227;0.208;0.280;0.560;0.091;0.182;0.273;0.318;0.304;0.192;0.391;0.292;0.318;0.167;0.182;0.269;0.346;0.261;0.091;0.545;0.591;0.130;0.500;0.182;0.455;0.273;0.217;0.346;0.250;0.208;0.261;0.333;0.000;0.261;0.250;0.292;0.348;0.292;0.269;0.269;0.296;0.261;0.348;0.292;0.261;0.217;0.364;0.269;0.208;0.174;0.192;0.320;0.261;0.348;0.480;0.348;0.652;0.280;0.240;0.370;0.125;0.250;0.261;0.500;0.222;0.231;0.292;0.043;0.296;0.348;0.292;0.304;0.304;0.435;0.261;0.269;0.167;0.308;0.308;0.304;0.217;0.259;0.682;0.385;0.185;0.174;0.217;0.182;0.333;0.261;0.308;0.417;0.591;0.308;0.200;0.364;0.560;0.391;0.348;0.538;0.192;0.227;0.308;0.261;0.261;0.318;0.269;0.545;0.348;0.200;0.250;0.130;0.304;0.560;0.364;0.261;0.308;0.375;0.091;0.182;0.333;0.273;0.682;0.200;0.227;0.208;0.130;0.346;0.160;0.269
Row19697;0.333;0.542;0.150;0.211;0.429;0.105;0.346;0.250;0.417;0.211;0.370;0.238;0.263;0.250;0.417;0.500;0.238;0.286;0.833;0.105;0.280;0.320;0.333;0.280;0.280;0.250;0.304;0.304;0.667;0.190;0.105;0.381;0.350;0.333;0.346;0.263;0.053;0.350;0.182;0.286;0.217;0.440;0.105;0.190;0.526;0.579;0.304;0.474;0.105;0.500;0.300;0.150;0.440;0.100;0.375;0.000;0.200;0.261;0.000;0.100;0.053;0.211;0.053;0.217;0.360;0.385;0.105;0.211;0.053;0.105;0.053;0.222;0.292;0.227;0.100;0.280;0.348;0.105;0.211;0.522;0.300;0.714;0.440;0.400;0.333;0.217;0.100;0.000;0.389;0.308;0.320;0.053;0.292;0.250;0.211;0.053;0.333;0.158;0.316;0.105;0.292;0.182;0.400;0.400;0.158;0.150;0.346;0.684;0.593;0.393;0.190;0.318;0.105;0.200;0.200;0.462;0.381;0.500;0.462;0.292;0.316;0.609;0.350;0.300;0.522;0.407;0.158;0.519;0.286;0.364;0.429;0.292;0.526;0.300;0.423;0.417;0.227;0.409;0.667;0.476;0.105;0.462;0.333;0.190;0.286;0.360;0.300;0.684;0.360;0.333;0.227;0.304;0.375;0.320;0.292
Row20408;0.318;0.520;0.143;0.200;0.409;0.100;0.333;0.238;0.400;0.200;0.357;0.227;0.250;0.150;0.333;0.480;0.227;0.273;0.800;0.100;0.269;0.308;0.318;0.269;0.269;0.238;0.292;0.292;0.640;0.182;0.100;0.364;0.333;0.318;0.269;0.250;0.050;0.333;0.091;0.273;0.208;0.360;0.100;0.182;0.500;0.550;0.292;0.450;0.100;0.476;0.286;0.050;0.360;0.000;0.292;0.100;0.100;0.250;0.100;0.000;0.050;0.200;0.050;0.208;0.346;0.308;0.100;0.200;0.050;0.100;0.050;0.300;0.208;0.136;0.095;0.269;0.333;0.100;0.200;0.500;0.200;0.682;0.423;0.385;0.250;0.208;0.000;0.100;0.450;0.231;0.308;0.050;0.208;0.167;0.200;0.050;0.318;0.150;0.300;0.100;0.280;0.091;0.320;0.320;0.150;0.050;0.333;0.650;0.571;0.321;0.182;0.304;0.100;0.100;0.273;0.444;0.364;0.550;0.444;0.208;0.300;0.583;0.250;0.200;0.500;0.333;0.150;0.500;0.273;0.273;0.409;0.280;0.500;0.286;0.407;0.400;0.136;0.391;0.640;0.455;0.100;0.444;0.318;0.182;0.273;0.280;0.286;0.650;0.280;0.318;0.136;0.217;0.360;0.240;0.208
Row22591;0.364;0.560;0.190;0.250;0.455;0.053;0.370;0.286;0.440;0.158;0.393;0.273;0.211;0.200;0.375;0.520;0.273;0.318;0.840;0.150;0.308;0.346;0.364;0.308;0.308;0.286;0.333;0.333;0.680;0.227;0.150;0.409;0.381;0.286;0.308;0.300;0.000;0.381;0.136;0.318;0.250;0.400;0.053;0.227;0.550;0.600;0.333;0.500;0.150;0.524;0.333;0.100;0.400;0.050;0.333;0.053;0.150;0.292;0.053;0.050;0.000;0.158;0.000;0.250;0.385;0.346;0.053;0.158;0.000;0.053;0.100;0.263;0.250;0.182;0.143;0.308;0.375;0.053;0.158;0.542;0.250;0.727;0.462;0.423;0.292;0.250;0.050;0.053;0.421;0.269;0.346;0.000;0.250;0.208;0.158;0.000;0.286;0.105;0.263;0.053;0.320;0.136;0.360;0.360;0.105;0.100;0.370;0.700;0.607;0.357;0.143;0.348;0.150;0.150;0.238;0.481;0.333;0.526;0.481;0.250;0.350;0.625;0.300;0.250;0.542;0.370;0.200;0.536;0.318;0.318;0.455;0.320;0.550;0.333;0.444;0.440;0.182;0.435;0.680;0.500;0.053;0.481;0.286;0.227;0.318;0.320;0.333;0.700;0.320;0.364;0.182;0.261;0.400;0.280;0.250
Row23757;0.500;0.500;0.250;0.118;0.524;0.111;0.423;0.350;0.500;0.222;0.444;0.409;0.278;0.350;0.364;0.583;0.333;0.381;0.818;0.300;0.423;0.462;0.429;0.423;0.423;0.350;0.318;0.391;0.636;0.286;0.211;0.476;0.450;0.167;0.360;0.450;0.158;0.450;0.273;0.381;0.375;0.458;0.111;0.286;0.471;0.684;0.391;0.579;0.211;0.600;0.400;0.158;0.318;0.200;0.391;0.211;0.111;0.348;0.211;0.200;0.158;0.000;0.158;0.375;0.500;0.462;0.111;0.000;0.158;0.111;0.250;0.125;0.304;0.318;0.286;0.423;0.286;0.111;0.118;0.476;0.118;0.684;0.391;0.417;0.417;0.375;0.200;0.211;0.313;0.385;0.462;0.158;0.304;0.333;0.000;0.158;0.167;0.167;0.125;0.111;0.440;0.273;0.417;0.273;0.167;0.158;0.481;0.647;0.667;0.407;0.200;0.250;0.211;0.111;0.300;0.538;0.222;0.438;0.538;0.375;0.235;0.571;0.176;0.316;0.545;0.423;0.263;0.593;0.381;0.381;0.368;0.440;0.632;0.476;0.500;0.500;0.238;0.500;0.636;0.571;0.111;0.593;0.167;0.286;0.381;0.440;0.400;0.647;0.375;0.429;0.318;0.318;0.520;0.333;0.304
